sim_x,sim_y,real_x,real_y
,,-0.503493495852403,-0.4918008450239314
,,-0.5098808484357832,-0.5405520505225935
,,-0.5332673799518681,-0.5219798055113024
,,-0.531567961369463,-0.51733982523852
,,-0.518826136185607,-0.4356329130129935
,,-0.4978366868859249,-0.4015560207302188
,,-0.4990274929935364,-0.3155451164598767
,,-0.49591471717076474,-0.2482574752051617
,,-0.5010412116444832,-0.22866218392287896
,,-0.5134123240880987,-0.1179195293682403
,,-0.4978821636972434,-0.1293589098120579
,,-0.4690795236746259,-0.055341595925170975
,,-0.48846892920622786,-0.02110476391749941
,,-0.47915413139871327,0.022141665390171043
,,-0.5286019367886231,-0.018179752759979982
,,-0.4983305050166042,-0.0018234058399101936
,,-0.4711218865019887,-0.02824253658565318
,,-0.4366631563044371,-0.024345788816373056
,,-0.48186663825941944,-0.0017478889575074687
,,-0.4057593412353671,0.001638604220306949
,,-0.41166124812594124,0.019801590989310665
,,-0.339123411525152,0.041357757858375865
,,-0.23784825440853122,-0.004188858695874174
,,-0.18187010548189442,0.008608480209975684
,,-0.15017212246851447,0.05071088749427103
,,-0.1308758232848441,-0.0028149076644777005
,,-0.15930047035746858,0.027481747164036025
,,-0.14832575923711516,0.058085093091689056
,,-0.12076798735773872,0.08165859531497227
,,-0.13197258031790787,0.037857644244955205
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1308475136756897,0.03970742225646973
,,-0.1532370150089264,0.03224615007638931
,,-0.1980160027742386,0.017323605716228485
,,-0.2292466014623642,0.00691604521125555
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
,,-0.24132207036018372,0.014542810618877411
