est_x,est_y,odom_x,odom_y,gt_x,gt_y,cov_x,cov_y,cov_xy,cov_yx,heading_cmd,speed_cmd,heading,speed,setpoint_x,setpoint_y,gt_heading,gt_speed,collision,step
nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.04500000178813934,-0.0039098262786865234,0.041113052517175674,0.0,0.5,-2.384185791015625e-07,0.03866550326347351,0.0,1
nan,nan,0.019059205427765846,0.11977661401033401,0.01823091134428978,0.11259686946868896,nan,nan,nan,nan,0.16052007675170898,0.03259526565670967,0.15779995918273926,0.02421196550130844,0.0,0.5,0.16052007675170898,0.03217623010277748,0.0,2
nan,nan,0.0328139029443264,0.18986499309539795,0.03539314866065979,0.20595231652259827,nan,nan,nan,nan,0.18180760741233826,0.03345659747719765,0.1937851905822754,0.03147771209478378,0.0,0.5,0.1818075180053711,0.03344901651144028,0.0,3
nan,nan,0.04004870727658272,0.28244197368621826,0.04115704074501991,0.3044584393501282,nan,nan,nan,nan,0.05844636261463165,0.03166724741458893,0.07799053192138672,0.0243659857660532,0.0,0.5,0.058446407318115234,0.03142659738659859,0.0,4
nan,nan,0.04650096595287323,0.35403144359588623,0.04911952465772629,0.39682433009147644,nan,nan,nan,nan,0.08599334210157394,0.026031451299786568,0.08988571166992188,0.028564266860485077,0.0,0.5,0.08599328994750977,0.026021575555205345,0.0,5
nan,nan,0.037668533623218536,0.437831848859787,0.04104316234588623,0.4731619358062744,nan,nan,nan,nan,-0.10540588200092316,0.022166335955262184,-0.1050107479095459,0.02133045345544815,0.0,0.5,-0.10540580749511719,0.021761557087302208,0.0,6
nan,nan,0.03298484534025192,0.5005821585655212,0.036052726209163666,0.5371642708778381,nan,nan,nan,nan,-0.07781537622213364,0.021006081253290176,-0.07450199127197266,0.022326769307255745,0.0,0.5,-0.07781529426574707,0.020998086780309677,0.0,7
nan,nan,0.03980850800871849,0.5660917162895203,0.04280644655227661,0.5987393260002136,nan,nan,nan,nan,0.1092459112405777,0.014410335570573807,0.10378861427307129,0.021053800359368324,0.0,0.5,0.10924601554870605,0.014158946461975574,0.0,8
nan,nan,0.05080093443393707,0.6272199153900146,0.050292015075683594,0.6398319602012634,nan,nan,nan,nan,0.18018744885921478,0.018847035244107246,0.17792415618896484,0.02509421482682228,0.0,0.5,0.18018746376037598,0.01879962906241417,0.0,9
nan,nan,0.0491887666285038,0.7012302875518799,0.0495607815682888,0.6952860355377197,nan,nan,nan,nan,-0.01318557932972908,0.011978981085121632,-0.021779537200927734,0.008210541680455208,0.0,0.5,-0.013185501098632812,0.011755712330341339,0.0,10
