est_x,est_y,odom_x,odom_y,gt_x,gt_y,cov_x,cov_y,cov_xy,cov_yx,heading_cmd,speed_cmd,heading,speed,setpoint_x,setpoint_y,gt_heading,gt_speed,collision,step
nan,nan,0.5365778803825378,0.4601770043373108,0.5365778803825378,0.4601770043373108,nan,nan,nan,nan,-2.2652225494384766,0.053066883236169815,-2.268928050994873,0.052941177040338516,0.0,0.0,-2.268928050994873,0.052941177040338516,0.0,1
nan,nan,0.5415514707565308,0.46257710456848145,0.5415514707565308,0.46257710456848145,nan,nan,nan,nan,-2.3242862224578857,0.052426014095544815,-2.3387413024902344,0.052352942526340485,0.0,0.0,-2.3387413024902344,0.052352942526340485,1.0,2
nan,nan,0.5457612872123718,0.457560658454895,0.5457612872123718,0.457560658454895,nan,nan,nan,nan,-2.2385313510894775,0.04836485534906387,-2.251474618911743,0.048235293477773666,0.0,0.0,-2.251474618911743,0.048235293477773666,0.0,3
nan,nan,0.5217577219009399,0.4407644271850586,0.5217577219009399,0.4407644271850586,nan,nan,nan,nan,-2.375722646713257,0.046472713351249695,-2.391101121902466,0.04647058993577957,0.0,0.0,-2.391101121902466,0.04647058993577957,0.0,4
nan,nan,0.44003573060035706,0.39260488748550415,0.44003573060035706,0.39260488748550415,nan,nan,nan,nan,-2.2806496620178223,0.04890302196145058,-2.286381244659424,0.0488235279917717,0.0,0.0,-2.286381244659424,0.0488235279917717,1.0,5
nan,nan,0.3749098777770996,0.33290746808052063,0.3749098777770996,0.33290746808052063,nan,nan,nan,nan,-2.3867249488830566,0.047462109476327896,-2.391101121902466,0.0470588244497776,0.0,0.0,-2.391101121902466,0.0470588244497776,0.0,6
nan,nan,0.2846086025238037,0.2350548952817917,0.2846086025238037,0.2350548952817917,nan,nan,nan,nan,-2.2477705478668213,0.040420010685920715,-2.251474618911743,0.03999999910593033,0.0,0.0,-2.251474618911743,0.03999999910593033,0.0,7
nan,nan,0.23513635993003845,0.18598484992980957,0.23513635993003845,0.18598484992980957,nan,nan,nan,nan,-2.325369119644165,0.026942269876599312,-2.3387413024902344,0.026470588520169258,0.0,0.0,-2.3387413024902344,0.026470588520169258,0.0,8
nan,nan,0.13133233785629272,0.11116604506969452,0.13133233785629272,0.11116604506969452,nan,nan,nan,nan,-2.324065923690796,0.02335730381309986,-2.3387413024902344,0.02294117584824562,0.0,0.0,-2.3387413024902344,0.02294117584824562,0.0,9
nan,nan,0.09383156150579453,0.06868927925825119,0.09383156150579453,0.06868927925825119,nan,nan,nan,nan,-2.385913610458374,0.010787767358124256,-2.391101121902466,0.010588235221803188,0.0,0.0,-2.391101121902466,0.010588235221803188,0.0,10
nan,nan,0.07415704429149628,0.03796246647834778,0.07415704429149628,0.03796246647834778,nan,nan,nan,nan,-2.930906295776367,0.01107377652078867,-2.9321532249450684,0.010588235221803188,0.0,0.0,-2.9321532249450684,0.010588235221803188,1.0,11
nan,nan,0.05863545089960098,0.002044940134510398,0.05863545089960098,0.002044940134510398,nan,nan,nan,nan,-1.8203084468841553,0.0067629143595695496,-1.832595705986023,0.006470588035881519,0.0,0.0,-1.832595705986023,0.006470588035881519,0.0,12
nan,nan,0.0448702909052372,-0.021493440493941307,0.0448702909052372,-0.021493440493941307,nan,nan,nan,nan,-1.9985456466674805,0.012258235365152359,-2.0071287155151367,0.0117647061124444,0.0,0.0,-2.0071287155151367,0.0117647061124444,0.0,13
