est_x,est_y,odom_x,odom_y,gt_x,gt_y,cov_x,cov_y,cov_xy,cov_yx,heading_cmd,speed_cmd,heading,speed,setpoint_x,setpoint_y,gt_heading,gt_speed,collision,step
nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.04500000178813934,0.0,0.04470588266849518,0.0,0.5,0.0,0.04470588266849518,0.0,1
nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.03271808102726936,0.042122941464185715,0.01745329238474369,0.04176470637321472,0.0,0.5,0.01745329238474369,0.04176470637321472,0.0,2
nan,nan,0.00016882158524822444,0.0014228092040866613,0.00016882158524822444,0.0014228092040866613,nan,nan,nan,nan,0.10359978675842285,0.03835197165608406,0.0872664600610733,0.038235295563936234,0.0,0.5,0.0872664600610733,0.038235295563936234,0.0,3
nan,nan,-0.0012736963108181953,0.03277587890625,-0.0012736963108181953,0.03277587890625,nan,nan,nan,nan,-0.04952755570411682,0.031200014054775238,-0.05235987901687622,0.03117647022008896,0.0,0.5,-0.05235987901687622,0.03117647022008896,0.0,4
nan,nan,0.000206583077670075,0.06841219216585159,0.000206583077670075,0.06841219216585159,nan,nan,nan,nan,-0.045285411179065704,0.034697987139225006,-0.05235987901687622,0.034117646515369415,0.0,0.5,-0.05235987901687622,0.034117646515369415,0.0,5
nan,nan,0.004103048238903284,0.10487847030162811,0.004103048238903284,0.10487847030162811,nan,nan,nan,nan,0.14461655914783478,0.03028477355837822,0.13962633907794952,0.029999999329447746,0.0,0.5,0.13962633907794952,0.029999999329447746,0.0,6
nan,nan,0.004373481962829828,0.17805425822734833,0.004373481962829828,0.17805425822734833,nan,nan,nan,nan,0.09870423376560211,0.02166043594479561,0.0872664600610733,0.021176470443606377,0.0,0.5,0.0872664600610733,0.021176470443606377,0.0,7
nan,nan,0.02077016606926918,0.25625792145729065,0.02077016606926918,0.25625792145729065,nan,nan,nan,nan,0.22989821434020996,0.00889088585972786,0.22689279913902283,0.008823529817163944,0.0,0.5,0.22689279913902283,0.008823529817163944,0.0,8
nan,nan,0.019825786352157593,0.3046185076236725,0.019825786352157593,0.3046185076236725,nan,nan,nan,nan,-0.025132106617093086,0.0,-0.03490658476948738,0.0,0.0,0.5,-0.03490658476948738,0.0,0.0,9
nan,nan,7.520869257859886e-05,0.3762969970703125,7.520869257859886e-05,0.3762969970703125,nan,nan,nan,nan,-0.6834225058555603,0.018109938129782677,-0.6981316804885864,0.01764705963432789,0.0,0.5,-0.6981316804885864,0.01764705963432789,0.0,10
nan,nan,-0.04216679185628891,0.4423341751098633,-0.04216679185628891,0.4423341751098633,nan,nan,nan,nan,-0.7105212211608887,0.006683014798909426,-0.7155849933624268,0.006470588035881519,0.0,0.5,-0.7155849933624268,0.006470588035881519,0.0,11
nan,nan,-0.10655312240123749,0.505533754825592,-0.10655312240123749,0.505533754825592,nan,nan,nan,nan,1.4945276975631714,0.033718787133693695,1.483529806137085,0.033529412001371384,0.5,0.5,1.483529806137085,0.033529412001371384,0.0,12
nan,nan,-0.10612767934799194,0.5037757754325867,-0.10612767934799194,0.5037757754325867,nan,nan,nan,nan,1.5862799882888794,0.04505864530801773,1.5707963705062866,0.04470588266849518,0.5,0.5,1.5707963705062866,0.04470588266849518,0.0,13
nan,nan,-0.1039857491850853,0.5013397932052612,-0.1039857491850853,0.5013397932052612,nan,nan,nan,nan,1.6233989000320435,0.049683235585689545,1.623156189918518,0.04941176623106003,0.5,0.5,1.623156189918518,0.04941176623106003,0.0,14
nan,nan,-0.1057131215929985,0.5048746466636658,-0.1057131215929985,0.5048746466636658,nan,nan,nan,nan,1.5509036779403687,0.05702400207519531,1.535889744758606,0.056470587849617004,0.5,0.5,1.535889744758606,0.056470587849617004,0.0,15
nan,nan,-0.039785828441381454,0.44172826409339905,-0.039785828441381454,0.44172826409339905,nan,nan,nan,nan,1.6530265808105469,0.04956601560115814,1.6406095027923584,0.04941176623106003,0.5,0.5,1.6406095027923584,0.04941176623106003,0.0,16
nan,nan,0.007594387046992779,0.40255364775657654,0.007594387046992779,0.40255364775657654,nan,nan,nan,nan,1.5295549631118774,0.0350392647087574,1.5184364318847656,0.03470588102936745,0.5,0.5,1.5184364318847656,0.03470588102936745,1.0,17
nan,nan,0.07320548593997955,0.3432735204696655,0.07320548593997955,0.3432735204696655,nan,nan,nan,nan,1.4173972606658936,0.022996952757239342,1.4137166738510132,0.02294117584824562,0.5,0.5,1.4137166738510132,0.02294117584824562,0.0,18
nan,nan,0.16004225611686707,0.3021396994590759,0.16004225611686707,0.3021396994590759,nan,nan,nan,nan,1.2298214435577393,0.048856426030397415,1.2217304706573486,0.0488235279917717,0.5,0.5,1.2217304706573486,0.0488235279917717,0.0,19
nan,nan,0.1745217889547348,0.30090051889419556,0.1745217889547348,0.30090051889419556,nan,nan,nan,nan,0.9342982769012451,0.02762668766081333,0.9250245094299316,0.02705882303416729,0.5,0.5,0.9250245094299316,0.02705882303416729,0.0,20
nan,nan,0.1742921769618988,0.303727388381958,0.1742921769618988,0.303727388381958,nan,nan,nan,nan,1.0877028703689575,0.0,1.0821040868759155,0.0,0.5,0.5,1.0821040868759155,0.0,0.0,21
nan,nan,0.14432960748672485,0.31185173988342285,0.14432960748672485,0.31185173988342285,nan,nan,nan,nan,1.3400284051895142,0.0052575888112187386,1.326450228691101,0.004705882165580988,0.5,0.5,1.326450228691101,0.004705882165580988,0.0,22
nan,nan,0.1428254097700119,0.30211973190307617,0.1428254097700119,0.30211973190307617,nan,nan,nan,nan,0.9716323018074036,0.03960799798369408,0.9599310755729675,0.0394117645919323,0.5,0.5,0.9599310755729675,0.0394117645919323,0.0,23
nan,nan,0.14251017570495605,0.3015582859516144,0.14251017570495605,0.3015582859516144,nan,nan,nan,nan,1.024694561958313,0.03115236572921276,1.0122909545898438,0.030588235706090927,0.5,0.5,1.0122909545898438,0.030588235706090927,0.0,24
nan,nan,0.14396996796131134,0.323333740234375,0.14396996796131134,0.323333740234375,nan,nan,nan,nan,0.9973248839378357,0.030722154304385185,0.9948377013206482,0.030588235706090927,0.5,0.5,0.9948377013206482,0.030588235706090927,0.0,25
nan,nan,0.14772915840148926,0.331834077835083,0.14772915840148926,0.331834077835083,nan,nan,nan,nan,0.953950822353363,0.004520021844655275,0.942477822303772,0.004117647185921669,0.5,0.5,0.942477822303772,0.004117647185921669,0.0,26
nan,nan,0.16996371746063232,0.3189564645290375,0.16996371746063232,0.3189564645290375,nan,nan,nan,nan,1.1798232793807983,0.023304061964154243,1.1693706512451172,0.02294117584824562,0.5,0.5,1.1693706512451172,0.02294117584824562,0.0,27
nan,nan,0.17134562134742737,0.32182997465133667,0.17134562134742737,0.32182997465133667,nan,nan,nan,nan,1.1081078052520752,0.001910107908770442,1.0995573997497559,0.0017647058703005314,0.5,0.5,1.0995573997497559,0.0017647058703005314,0.0,28
nan,nan,0.17865698039531708,0.3293759822845459,0.17865698039531708,0.3293759822845459,nan,nan,nan,nan,0.9295494556427002,0.033819057047367096,0.9250245094299316,0.033529412001371384,0.5,0.5,0.9250245094299316,0.033529412001371384,0.0,29
