est_x,est_y,odom_x,odom_y,gt_x,gt_y,cov_x,cov_y,cov_xy,cov_yx,heading_cmd,speed_cmd,heading,speed,setpoint_x,setpoint_y,gt_heading,gt_speed,collision,step,t_wall
nan,nan,0.14147649705410004,1.120156168937683,0.14147649705410004,1.120156168937683,nan,nan,nan,nan,2.5999999046325684,0.25,2.583087205886841,0.24705882370471954,0.800000011920929,0.800000011920929,2.583087205886841,0.24705882370471954,0.0,64,17.985861545999796
nan,nan,0.1626276969909668,1.1111416816711426,0.1626276969909668,1.1111416816711426,nan,nan,nan,nan,2.5999999046325684,0.0,2.583087205886841,0.0,0.800000011920929,0.800000011920929,2.583087205886841,0.0,0.0,65,18.19194096299907
nan,nan,0.18327000737190247,1.0872902870178223,0.18327000737190247,1.0872902870178223,nan,nan,nan,nan,2.799999952316284,0.25,2.7925267219543457,0.24705882370471954,0.800000011920929,0.800000011920929,2.7925267219543457,0.24705882370471954,0.0,66,18.49239699699865
nan,nan,0.1728663444519043,1.0858416557312012,0.1728663444519043,1.0858416557312012,nan,nan,nan,nan,3.0,0.25,2.9845130443573,0.24705882370471954,0.800000011920929,0.800000011920929,2.9845130443573,0.24705882370471954,0.0,67,18.70199347400012
nan,nan,0.18203970789909363,1.0755646228790283,0.18203970789909363,1.0755646228790283,nan,nan,nan,nan,3.0,0.25,2.9845130443573,0.24705882370471954,0.800000011920929,0.800000011920929,2.9845130443573,0.24705882370471954,0.0,68,18.91270611499931
nan,nan,0.20072339475154877,1.0611549615859985,0.20072339475154877,1.0611549615859985,nan,nan,nan,nan,3.0,0.25,2.9845130443573,0.24705882370471954,0.800000011920929,0.800000011920929,2.9845130443573,0.24705882370471954,0.0,69,19.1219982779985
nan,nan,0.19473770260810852,1.011016607284546,0.19473770260810852,1.011016607284546,nan,nan,nan,nan,3.0,0.25,2.9845130443573,0.24705882370471954,0.800000011920929,0.800000011920929,2.9845130443573,0.24705882370471954,0.0,70,19.4370082739988
nan,nan,0.19580766558647156,0.9047480821609497,0.19580766558647156,0.9047480821609497,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,71,19.67691687200022
nan,nan,0.21385642886161804,0.8366380333900452,0.21385642886161804,0.8366380333900452,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,72,19.886972524000157
nan,nan,0.22243745625019073,0.7610702514648438,0.22243745625019073,0.7610702514648438,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,73,20.097253571999318
nan,nan,0.19922611117362976,0.538938045501709,0.19922611117362976,0.538938045501709,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,74,20.411612820998926
nan,nan,0.20585554838180542,0.5149264335632324,0.20585554838180542,0.5149264335632324,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,75,20.711718836999353
nan,nan,0.2093026041984558,0.534092903137207,0.2093026041984558,0.534092903137207,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,76,21.011664611000015
nan,nan,0.20388032495975494,0.5312249064445496,0.20388032495975494,0.5312249064445496,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,77,21.32678504499927
nan,nan,0.20591552555561066,0.5259419679641724,0.20591552555561066,0.5259419679641724,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,78,21.656827023000005
nan,nan,0.2057759016752243,0.5312764644622803,0.2057759016752243,0.5312764644622803,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,79,21.97293264399923
nan,nan,0.2039557695388794,0.5282239317893982,0.2039557695388794,0.5282239317893982,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,80,22.166745593998712
nan,nan,0.20050857961177826,0.4956541955471039,0.20050857961177826,0.4956541955471039,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,81,22.481713150998985
nan,nan,0.203773632645607,0.5019291639328003,0.203773632645607,0.5019291639328003,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,82,22.79684310399898
nan,nan,0.20242369174957275,0.5165054798126221,0.20242369174957275,0.5165054798126221,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,83,23.007097441999576
nan,nan,0.2006264626979828,0.4945853352546692,0.2006264626979828,0.4945853352546692,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,84,23.217097971999465
nan,nan,0.20196522772312164,0.39872825145721436,0.20196522772312164,0.39872825145721436,nan,nan,nan,nan,-3.0831851959228516,0.25,-3.0892326831817627,0.24705882370471954,0.800000011920929,0.800000011920929,-3.0892326831817627,0.24705882370471954,0.0,85,23.428534968999884
nan,nan,0.2021915167570114,0.25051790475845337,0.2021915167570114,0.25051790475845337,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,86,23.730633560999195
nan,nan,0.19563619792461395,0.11192850768566132,0.19563619792461395,0.11192850768566132,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,87,24.02992907099906
nan,nan,0.19129519164562225,0.09645943343639374,0.19129519164562225,0.09645943343639374,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,88,24.33023711899841
nan,nan,0.1954832226037979,0.13611535727977753,0.1954832226037979,0.13611535727977753,nan,nan,nan,nan,-3.0831851959228516,-0.25,0.05235987901687622,0.24705882370471954,0.800000011920929,0.800000011920929,0.05235987901687622,0.24705882370471954,0.0,89,24.64160840799923
nan,nan,0.20361679792404175,0.13913977146148682,0.20361679792404175,0.13913977146148682,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,90,24.8369902559989
nan,nan,0.2201140820980072,0.1408659666776657,0.2201140820980072,0.1408659666776657,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,91,25.136900984998647
nan,nan,0.21578623354434967,0.14207330346107483,0.21578623354434967,0.14207330346107483,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,92,25.436749458000122
nan,nan,0.21744728088378906,0.14199893176555634,0.21744728088378906,0.14199893176555634,nan,nan,nan,nan,-3.0831851959228516,-0.25,0.05235987901687622,0.24705882370471954,0.800000011920929,0.800000011920929,0.05235987901687622,0.24705882370471954,0.0,93,25.75185324299855
nan,nan,0.2280396819114685,0.1412724107503891,0.2280396819114685,0.1412724107503891,nan,nan,nan,nan,-3.0831851959228516,-0.25,0.05235987901687622,0.24705882370471954,0.800000011920929,0.800000011920929,0.05235987901687622,0.24705882370471954,0.0,94,25.946930746998987
nan,nan,0.2389124184846878,0.1419578343629837,0.2389124184846878,0.1419578343629837,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,95,26.262924750999446
nan,nan,0.23833759129047394,0.13671451807022095,0.23833759129047394,0.13671451807022095,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,1.0,96,26.57717104999938
nan,nan,0.2489008903503418,0.14654189348220825,0.2489008903503418,0.14654189348220825,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,97,26.892088294000132
nan,nan,0.2489008903503418,0.14654189348220825,0.2489008903503418,0.14654189348220825,nan,nan,nan,nan,-3.0831851959228516,0.0,-3.0892326831817627,0.0,0.800000011920929,0.800000011920929,-3.0892326831817627,0.0,0.0,98,27.206626354000036
nan,nan,0.24997179210186005,0.14949944615364075,0.24997179210186005,0.14949944615364075,nan,nan,nan,nan,-2.883185386657715,0.0,-2.8972465991973877,0.0,0.800000011920929,0.800000011920929,-2.8972465991973877,0.0,0.0,99,27.50783918900015
nan,nan,0.24997179210186005,0.14949944615364075,0.24997179210186005,0.14949944615364075,nan,nan,nan,nan,-2.883185386657715,0.0,-2.8972465991973877,0.0,0.800000011920929,0.800000011920929,-2.8972465991973877,0.0,0.0,100,27.810967643999902
nan,nan,0.24960337579250336,0.14855541288852692,0.24960337579250336,0.14855541288852692,nan,nan,nan,nan,-2.683185338973999,0.25,-2.687807083129883,0.24705882370471954,0.800000011920929,0.800000011920929,-2.687807083129883,0.24705882370471954,0.0,101,28.123586526999134
nan,nan,0.25102758407592773,0.1487630158662796,0.25102758407592773,0.1487630158662796,nan,nan,nan,nan,-2.483185291290283,0.25,-2.4958207607269287,0.24705882370471954,0.800000011920929,0.800000011920929,-2.4958207607269287,0.24705882370471954,0.0,102,28.31793591999849
nan,nan,0.25300928950309753,0.14576882123947144,0.25300928950309753,0.14576882123947144,nan,nan,nan,nan,-2.483185291290283,0.0,-2.4958207607269287,0.0,0.800000011920929,0.800000011920929,-2.4958207607269287,0.0,0.0,103,28.51193037399935
nan,nan,0.233180969953537,0.10670346766710281,0.233180969953537,0.10670346766710281,nan,nan,nan,nan,-2.2831852436065674,0.25,-2.286381244659424,0.24705882370471954,0.800000011920929,0.800000011920929,-2.286381244659424,0.24705882370471954,0.0,104,28.826909916999284
nan,nan,0.21500086784362793,0.09804528951644897,0.21500086784362793,0.09804528951644897,nan,nan,nan,nan,-2.2831852436065674,0.0,-2.286381244659424,0.0,0.800000011920929,0.800000011920929,-2.286381244659424,0.0,0.0,105,29.067337106000195
nan,nan,0.2052580565214157,0.09270867705345154,0.2052580565214157,0.09270867705345154,nan,nan,nan,nan,-2.0831851959228516,0.25,-2.094395160675049,0.24705882370471954,0.800000011920929,0.800000011920929,-2.094395160675049,0.24705882370471954,0.0,106,29.366991794999194
nan,nan,0.20898637175559998,0.09201978147029877,0.20898637175559998,0.09201978147029877,nan,nan,nan,nan,-2.0831851959228516,0.0,-2.094395160675049,0.0,0.800000011920929,0.800000011920929,-2.094395160675049,0.0,0.0,107,29.5628618239989
nan,nan,0.21546906232833862,0.09631361067295074,0.21546906232833862,0.09631361067295074,nan,nan,nan,nan,-1.8831852674484253,0.25,-1.884955644607544,0.24705882370471954,0.800000011920929,0.800000011920929,-1.884955644607544,0.24705882370471954,0.0,108,29.8771831869999
nan,nan,0.20609185099601746,0.09137816727161407,0.20609185099601746,0.09137816727161407,nan,nan,nan,nan,-1.683185338973999,0.25,-1.6929693222045898,0.24705882370471954,0.800000011920929,0.800000011920929,-1.6929693222045898,0.24705882370471954,0.0,109,30.074597846998586
nan,nan,0.17182619869709015,0.06623478978872299,0.17182619869709015,0.06623478978872299,nan,nan,nan,nan,-1.683185338973999,0.0,-1.6929693222045898,0.0,0.800000011920929,0.800000011920929,-1.6929693222045898,0.0,0.0,110,30.386620887999015
nan,nan,0.1325404793024063,0.07800082862377167,0.1325404793024063,0.07800082862377167,nan,nan,nan,nan,-1.4831852912902832,0.25,-1.483529806137085,0.24705882370471954,0.800000011920929,0.800000011920929,-1.483529806137085,0.24705882370471954,0.0,111,30.687724588999117
nan,nan,0.12699387967586517,0.08604373037815094,0.12699387967586517,0.08604373037815094,nan,nan,nan,nan,-1.4831852912902832,0.25,-1.483529806137085,0.24705882370471954,0.800000011920929,0.800000011920929,-1.483529806137085,0.24705882370471954,0.0,112,30.88197113899878
nan,nan,0.11319655925035477,0.08158887922763824,0.11319655925035477,0.08158887922763824,nan,nan,nan,nan,-1.283185362815857,0.25,-1.2915436029434204,0.24705882370471954,0.800000011920929,0.800000011920929,-1.2915436029434204,0.24705882370471954,0.0,113,31.076961499999015
